,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
13331,Shadow Tactics: Blades of the Shogun,PS4,Strategy,8.0,0.04,0.02,0.0,0.01,0.01,2017
13332,Syndicate Wars,PS,Strategy,8.0,0.03,0.02,0.0,0.01,0.0,1997
13333,The Adventures of Darwin,PS2,Strategy,8.0,0.04,0.01,0.03,0.0,0.0,2007
13334,City Builder,Wii,Strategy,8.0,0.04,0.04,0.0,0.0,0.0,2010
13335,R-Type Command (correct US sales),PSP,Strategy,8.0,0.04,0.04,0.0,0.0,0.0,2008
13336,Empire Earth III,PC,Strategy,4.8,0.03,0.0,0.0,0.03,0.0,2007
13337,Darkest Dungeon,PS4,Role-Playing,4.8,0.04,0.02,0.01,0.0,0.01,2018
13338,Rhapsody: A Musical Adventure,PS,Role-Playing,6.7,0.03,0.02,0.0,0.01,0.0,2000
13339,APB Reloaded,PC,Role-Playing,6.7,0.03,0.02,0.0,0.01,0.0,2011
13340,Enchanted Arms (JP sales),PS3,Role-Playing,6.7,0.04,0.0,0.04,0.0,0.0,2007
13341,Super Hero Generation,PS3,Role-Playing,6.7,0.04,0.0,0.04,0.0,0.0,2014
13342,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,Role-Playing,6.7,0.04,0.0,0.04,0.0,0.0,2015
13343,Dark Half,SNES,Role-Playing,6.7,0.04,0.0,0.04,0.0,0.0,1996
13344,Mobile Suit Gundam: Mokuba no Kiseki,PSP,Strategy,6.7,0.04,0.0,0.04,0.0,0.0,2012
13345,East India Company,PC,Strategy,7.4,0.03,0.03,0.0,0.0,0.0,2009
13346,Worms 4: Mayhem,XB,Strategy,7.4,0.04,0.03,0.0,0.01,0.0,2005
13347,Company of Heroes: Tales of Valor,PC,Strategy,7.4,0.04,0.0,0.0,0.03,0.01,2009
13348,Farm Frenzy 3,PC,Strategy,7.4,0.04,0.0,0.0,0.03,0.01,2009
13349,Patrician IV,PC,Strategy,6.7,0.03,0.03,0.0,0.0,0.0,2010
13350,Megadimension Neptunia VII,PS4,Role-Playing,6.7,0.04,0.0,0.04,0.0,0.0,2016
13351,Boktai 2: Solar Boy Django,GBA,Role-Playing,7.9,0.04,0.03,0.0,0.01,0.0,2004
13352,Drakensang: The Dark Eye,PC,Role-Playing,7.9,0.03,0.03,0.0,0.0,0.0,2009
13353,The Dark Spire,DS,Role-Playing,7.9,0.04,0.04,0.0,0.0,0.0,2009
13354,Battle Spirits: Digital Starter,DS,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2010
13355,Mazes of Fate DS,DS,Role-Playing,7.9,0.04,0.04,0.0,0.0,0.0,2008
13356,Syberia III,PC,Role-Playing,7.9,0.04,0.02,0.0,0.02,0.0,2017
13357,Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso,PSP,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2012
13358,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2016
13359,Dai Senryaku VII: Modern Military Tactics,XB,Strategy,7.9,0.04,0.03,0.0,0.01,0.0,2005
13360,The History Channel: Great Battles - Medieval,PS3,Strategy,7.9,0.05,0.0,0.0,0.04,0.01,2011
13361,Test Drive: Ferrari Legends,PS3,Racing,7.9,0.05,0.04,0.0,0.0,0.01,2012
13362,Forza Motorsport 3: Ultimate Collection,X360,Racing,7.9,0.04,0.0,0.0,0.04,0.0,2010
13363,The Legend of Heroes: Trails in the Sky FC,PS3,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2012
13364,Battle Chasers: Nightwar,XOne,Role-Playing,7.9,0.04,0.04,0.0,0.0,0.0,2017
13365,Tao Adventure: Curse Demon,DS,Role-Playing,7.9,0.03,0.03,0.0,0.0,0.0,2006
13366,Might & Magic X: Legacy,PC,Role-Playing,7.9,0.03,0.0,0.0,0.03,0.0,2014
13367,Black Stone: Magic & Steel,XB,Role-Playing,7.9,0.04,0.03,0.0,0.01,0.0,2003
13368,Secret of Mana,PSV,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2018
13369,Supreme Commander: Forged Alliance,PC,Strategy,8.1,0.03,0.01,0.0,0.02,0.0,2007
13370,"Warhammer 40,000: Dawn of War III",PC,Strategy,8.1,0.04,0.0,0.0,0.04,0.0,2017
13371,Battle Hunter,PS,Strategy,8.1,0.03,0.02,0.0,0.01,0.0,2001
13372,Romance of the Three Kingdoms II,3DS,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2015
13373,Tears to Tiara Gaiden: Avalon no Nazo,PS3,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2009
13374,San Goku Shi DS 3,DS,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2010
13375,Caesar IV,PC,Strategy,8.1,0.03,0.0,0.0,0.03,0.0,2006
13376,Super Robot Taisen: Scramble Commander the 2nd,PS2,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2007
13377,Thrillville: Off the Rails,DS,Strategy,8.1,0.04,0.03,0.0,0.01,0.0,2007
13378,Praetorians,PC,Strategy,8.1,0.04,0.0,0.0,0.04,0.0,2003
13379,Shattered Union,XB,Strategy,8.1,0.04,0.03,0.0,0.01,0.0,2005
13380,PD Ultraman Battle Collection 64,N64,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,1999
13381,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,Music,8.1,0.04,0.0,0.04,0.0,0.0,2015
13382,Final Fantasy XIV: Heavensward,PS3,MMO,8.1,0.03,0.02,0.01,0.0,0.0,2015
13383,Dragon Quest X: All in One Package,NS,MMO,8.1,0.04,0.0,0.04,0.0,0.0,2017
13384,Taikou Risshiden V,PSP,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2009
13385,Worms Armageddon,N64,Strategy,8.1,0.04,0.03,0.0,0.01,0.0,2000
13386,Port Royale 2,PC,Strategy,8.1,0.04,0.0,0.0,0.03,0.01,2004
13387,Front Mission,DS,Strategy,8.1,0.04,0.01,0.03,0.0,0.0,2007
13388,Angelique Duet,PS,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,1998
13389,Nobunaga's Ambition (2013),3DS,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2013
13390,Tropico 3,PC,Strategy,8.1,0.05,0.0,0.0,0.04,0.01,2009
13391,Sacred Blaze,PS2,Strategy,8.1,0.04,0.0,0.04,0.0,0.0,2009
13392,Imperial Glory,PC,Strategy,8.1,0.04,0.0,0.0,0.04,0.0,2005
13393,Ford Bold Moves Street Racing,PSP,Racing,8.1,0.04,0.04,0.0,0.0,0.0,2006
13394,TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,XB,Racing,8.1,0.04,0.03,0.0,0.01,0.0,2004
13395,Honda ATV Fever,Wii,Racing,8.1,0.04,0.04,0.0,0.0,0.0,2010
13396,Harley-Davidson: Road Trip,Wii,Racing,8.1,0.04,0.04,0.0,0.0,0.0,2010
13397,FlatOut 2,XB,Racing,8.1,0.04,0.03,0.0,0.01,0.0,2006
13398,Ride to Hell: Retribution,PS3,Racing,8.1,0.05,0.02,0.0,0.02,0.01,2013
13399,Richard Burns Rally,PC,Racing,8.1,0.03,0.0,0.0,0.03,0.0,2004
13400,Monster Jam: Crush It,XOne,Racing,8.1,0.03,0.03,0.0,0.0,0.0,2017
13401,Dragon's Dogma: Dark Arisen,XOne,Role-Playing,8.1,0.04,0.04,0.0,0.0,0.0,2017
13402,Record of Agarest War Mariage,PSP,Role-Playing,8.1,0.04,0.0,0.04,0.0,0.0,2012
13403,Little Battlers eXperience W,PSV,Role-Playing,8.1,0.04,0.0,0.04,0.0,0.0,2012
13404,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,Role-Playing,8.1,0.04,0.0,0.04,0.0,0.0,2005
13405,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2008
13406,Beyblade Burst: God,3DS,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2017
13407,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2015
13408,Road Rage,XOne,Racing,6.6,0.04,0.04,0.0,0.0,0.0,2017
13409,Ar Nosurge: Ode to an Unborn Star,PSV,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2015
13410,Phantom Kingdom Portable,PSP,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2011
13411,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2015
13412,Genkai Tokki: Seven Pirates,PSV,Role-Playing,6.6,0.04,0.0,0.04,0.0,0.0,2016
13413,Breath of Fire III,PSP,Role-Playing,6.0,0.04,0.0,0.0,0.03,0.01,2016
13414,Lost Sphear,NS,Role-Playing,6.5,0.04,0.0,0.02,0.02,0.0,2018
13415,Megadimension Neptunia VIIR,PS4,Role-Playing,6.5,0.04,0.01,0.03,0.0,0.0,2018
13416,Advance Guardian Heroes,GBA,Role-Playing,7.0,0.04,0.03,0.0,0.01,0.0,2004
13417,Luminous Arc 3,DS,Role-Playing,7.0,0.04,0.0,0.04,0.0,0.0,2009
13418,Deception III: Dark Delusion,PS,Role-Playing,7.0,0.03,0.02,0.0,0.01,0.0,2000
13419,Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,PSV,Role-Playing,7.0,0.04,0.0,0.04,0.0,0.0,2016
13420,Metal Max Returns,SNES,Role-Playing,7.0,0.04,0.0,0.04,0.0,0.0,1995
13421,Langrisser: Re:Incarnation Tensei,3DS,Role-Playing,1.5,0.04,0.03,0.01,0.0,0.0,2016
13422,Lise no Atelier: Ordre no Renkinjutsushi,DS,Role-Playing,1.5,0.04,0.0,0.04,0.0,0.0,2007
13423,Dragon's Dogma Online,PS3,Role-Playing,1.5,0.04,0.0,0.04,0.0,0.0,2015
13424,Hero Must Die,PSV,Role-Playing,1.5,0.04,0.0,0.04,0.0,0.0,2016
13425,Hakuoki Zuisouroku Omokage Hana,PSV,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2015
13426,Norn9: Norn + Nonette,PSP,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2013
13427,Psycho-Pass: Mandatory Happiness,PSV,Visual Novel,1.5,0.03,0.0,0.02,0.01,0.0,2016
13428,The Three Kingdoms Love Story ~ The Art of Otome!,PSP,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2012
13429,XBLAZE Code: Embryo,PS3,Visual Novel,1.5,0.04,0.02,0.01,0.0,0.01,2014
13430,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,Puzzle,1.5,0.04,0.0,0.0,0.04,0.0,2011
13431,Kenka Bancho Otome,PSV,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2016
13432,White Album 2: Shiawase no Mukougawa,PS3,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2012
13433,YoKai Watch Dance: Just Dance Special Version,WiiU,Music,1.5,0.04,0.0,0.04,0.0,0.0,2015
13434,Just Sing,PS4,Music,1.5,0.04,0.03,0.0,0.0,0.01,2016
13435,Persona 3: Dancing in Moonlight,PS4,Music,1.5,0.04,0.02,0.01,0.0,0.01,2018
13436,Off-Road Drive,PC,Racing,1.5,0.04,0.0,0.0,0.04,0.0,2011
13437,Fast & Furious: Showdown,X360,Racing,1.5,0.04,0.0,0.0,0.04,0.0,2013
13438,Zen-Nippon GT Senshuken,SNES,Racing,1.5,0.04,0.0,0.04,0.0,0.0,1995
13439,Date A Live: Rine Utopia,PS3,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2013
13440,Utawarerumono: Mask of Truth,PS3,Visual Novel,1.5,0.04,0.0,0.04,0.0,0.0,2016
13441,Gormiti: The Lords of Nature!,Wii,Adventure,1.5,0.03,0.03,0.0,0.0,0.0,2010
13442,B.L.U.E.: Legend of Water,PS,Adventure,1.5,0.04,0.0,0.04,0.0,0.0,1998
13443,The Wolf Among Us,PSV,Adventure,1.5,0.04,0.03,0.0,0.0,0.01,2014
13444,Heavy Rain: Move Edition,PS3,Adventure,1.5,0.04,0.0,0.0,0.03,0.01,2010
13445,Kanuchi: Shiroki Tsubasa no Shou,PS2,Adventure,1.5,0.04,0.0,0.04,0.0,0.0,2008
13446,Saki Portable,PSP,Adventure,1.5,0.04,0.0,0.04,0.0,0.0,2010
13447,Renai Revenge,PSV,Adventure,1.5,0.04,0.0,0.04,0.0,0.0,2015
13448,Chaos Wars,PS2,Strategy,6.8,0.04,0.0,0.04,0.0,0.0,2008
13449,OutRun 2006: Coast 2 Coast,PSP,Racing,6.8,0.04,0.03,0.0,0.01,0.0,2006
13450,Sea Monsters: A Prehistoric Adventure,Wii,Adventure,6.8,0.04,0.04,0.0,0.0,0.0,2007
13451,DT Carnage,PSP,Racing,6.8,0.03,0.03,0.0,0.0,0.0,2009
13452,Formula 1 06,PS2,Racing,6.8,0.04,0.0,0.04,0.0,0.0,2006
13453,Smashing Drive,XB,Racing,6.8,0.04,0.03,0.0,0.01,0.0,2002
13454,VR Karts,PS4,Racing,6.8,0.04,0.03,0.0,0.0,0.01,2017
13455,WRC: FIA World Rally Championship,PSP,Racing,6.8,0.03,0.02,0.0,0.01,0.0,2006
13456,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,Racing,6.8,0.04,0.03,0.0,0.01,0.0,2008
13457,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,Puzzle,6.8,0.04,0.0,0.04,0.0,0.0,2009
13458,Family Fortunes,DS,Misc,6.8,0.04,0.0,0.0,0.04,0.0,2009
13459,Akko ni Omakase! Brain Shock,DS,Misc,6.8,0.04,0.0,0.04,0.0,0.0,2006
13460,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Misc,6.8,0.04,0.0,0.04,0.0,0.0,2008
13461,Unison: Rebels of Rhythm & Dance,PS2,Misc,6.8,0.05,0.02,0.0,0.02,0.01,2001
13462,Check vs. Mate,PS3,Misc,6.8,0.05,0.0,0.0,0.04,0.01,2011
13463,Get Up and Dance,PS3,Misc,6.8,0.03,0.03,0.0,0.0,0.0,2011
13464,Metal Gear Solid: Digital Graphic Novel,PSP,Misc,7.6,0.04,0.02,0.02,0.0,0.0,2006
13465,Bomberman: Act Zero,X360,Puzzle,3.5,0.04,0.04,0.0,0.0,0.0,2006
13466,Casual Mania!,DS,Puzzle,3.5,0.04,0.04,0.0,0.0,0.0,2010
13467,Puyo Pop Fever,PSP,Puzzle,3.5,0.04,0.0,0.04,0.0,0.0,2006
13468,Challenge Me: Maths Workout,DS,Puzzle,3.5,0.04,0.04,0.0,0.0,0.0,2009
13469,Mortimer Beckett and the Secrets of Spooky Manor,Wii,Puzzle,3.5,0.04,0.04,0.0,0.0,0.0,2008
13470,Sushi Striker: The Way of Sushido,3DS,Puzzle,3.5,0.04,0.02,0.02,0.0,0.0,2018
13471,Fading Shadows,PSP,Puzzle,7.0,0.03,0.03,0.0,0.0,0.0,2008
13472,Lumo,PS4,Puzzle,7.0,0.04,0.03,0.0,0.0,0.01,2016
13473,Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,PS3,Visual Novel,7.0,0.04,0.0,0.04,0.0,0.0,2013
13474,PopCap Arcade Vol 1,X360,Puzzle,7.0,0.04,0.04,0.0,0.0,0.0,2007
13475,Platinum Sudoku,DS,Puzzle,7.0,0.04,0.03,0.0,0.01,0.0,2007
13476,The Treasures of Montezuma,DS,Puzzle,7.0,0.04,0.02,0.0,0.02,0.0,2010
13477,Meteos: Disney Magic,DS,Puzzle,7.3,0.03,0.01,0.0,0.02,0.0,2007
13478,Ailu de Puzzle,PSP,Puzzle,7.3,0.04,0.0,0.04,0.0,0.0,2012
13479,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,Puzzle,7.3,0.04,0.0,0.04,0.0,0.0,2014
13480,Marvel Pinball: Epic Collection Volume 1,PS4,Puzzle,7.3,0.04,0.03,0.0,0.0,0.01,2016
13481,Ebikore+ Amagami,PSV,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2014
13482,Diabolik Lovers: Dark Fate,PSV,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2015
13483,Hanaoni: Yume no Tsudzuki,PSP,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2012
13484,Shin Hayarigami,PS3,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2014
13485,Ao no Exorcist: Genkoku no Labyrinth,PSP,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2012
13486,Bond of Ten Demons,PSP,Visual Novel,7.3,0.04,0.0,0.04,0.0,0.0,2012
13487,Ski-Doo Snowmobile Challenge,X360,Racing,7.3,0.03,0.03,0.0,0.0,0.0,2009
13488,Big Mutha Truckers,GBA,Racing,5.0,0.04,0.03,0.0,0.01,0.0,2005
13489,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,Role-Playing,5.0,0.04,0.0,0.04,0.0,0.0,2015
13490,The Talos Principle,PS4,Puzzle,5.0,0.05,0.0,0.0,0.04,0.01,2015
13491,Nanda's Island,DS,Puzzle,5.0,0.04,0.04,0.0,0.0,0.0,2011
13492,I.Q. Remix+: Intelligent Qube,PS2,Puzzle,5.0,0.04,0.0,0.04,0.0,0.0,2000
13493,Jewel Master: Cradle Of Rome 2,PC,Puzzle,5.0,0.05,0.0,0.0,0.04,0.01,2011
13494,Logic Machines,DS,Puzzle,5.0,0.03,0.03,0.0,0.0,0.0,2010
13495,Mr. Driller,PS,Puzzle,5.0,0.03,0.02,0.0,0.01,0.0,2000
13496,Napoleon Dynamite: The Game,PSP,Puzzle,4.3,0.03,0.03,0.0,0.0,0.0,2007
13497,Harukanaru Toki no Naka de 4: Aizouban,PSP,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2010
13498,Digimon Story: Cyber Sleuth - Hacker's Memory,PSV,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2018
13499,Atelier Firis: The Alchemist and the Mysterious Journey,PSV,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2016
13500,UnchainBlades ReXX,3DS,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2012
13501,Valkyria Revolution,XOne,Role-Playing,4.3,0.04,0.04,0.0,0.0,0.0,2017
13502,Harukanaru Toki no Naka de 5,PSP,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2011
13503,Saru! Get You! Pipo Saru Senki,PSP,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2009
13504,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2007
13505,Monster Hunter Frontier Online: Season 9.0,X360,Role-Playing,4.3,0.04,0.0,0.04,0.0,0.0,2010
13506,Steambot Chronicles,PS2,Role-Playing,7.2,0.03,0.02,0.0,0.01,0.0,2006
13507,Legasista,PS3,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2012
13508,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2016
13509,Shadows Awakening,XOne,Role-Playing,7.2,0.03,0.03,0.0,0.0,0.0,2018
13510,Super Hero Generation,PSV,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2014
13511,Klonoa Heroes: Densetsu no Star Medal,GBA,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2002
13512,The Caligula Effect: Overdose,PS4,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2019
13513,Atari Flashback Classics: Volume 1,NS,Misc,7.2,0.04,0.04,0.0,0.0,0.0,2018
13514,Who Wants to Be a Millionaire: 3rd Edition,DS,Misc,7.2,0.04,0.04,0.0,0.0,0.0,2010
13515,Motto TOEIC Test DS Training,DS,Misc,7.2,0.04,0.0,0.04,0.0,0.0,2008
13516,Elex,XOne,Role-Playing,7.2,0.04,0.04,0.0,0.0,0.0,2017
13517,Ragnarok Odyssey Ace,PS3,Role-Playing,7.2,0.04,0.03,0.0,0.0,0.01,2014
13518,Immortal Unchained,PS4,Role-Playing,7.2,0.04,0.03,0.0,0.0,0.01,2018
13519,Magical Starsign (JP sales),DS,Role-Playing,7.2,0.04,0.0,0.04,0.0,0.0,2006
13520,Valkyria Chronicles 4,XOne,Role-Playing,7.2,0.03,0.03,0.0,0.0,0.0,2018
13521,Pure Pinball,XB,Misc,7.2,0.04,0.03,0.0,0.01,0.0,2004
13522,Shin Fortune Quest: Sokutaku no Kishi,PS,Misc,7.2,0.04,0.0,0.04,0.0,0.0,1996
13523,WTF: Work Time Fun,PSP,Puzzle,7.2,0.04,0.04,0.0,0.0,0.0,2006
13524,Denki Blocks!,GBA,Puzzle,8.0,0.04,0.03,0.0,0.01,0.0,2001
13525,Ballistic,PS,Puzzle,7.9,0.03,0.02,0.0,0.01,0.0,1999
13526,Quiz Mobile Gundam: Toi Senshi DX,PSP,Puzzle,7.9,0.04,0.0,0.04,0.0,0.0,2006
13527,Jig-A-Pix: Pets,DS,Puzzle,7.9,0.03,0.03,0.0,0.0,0.0,2009
13528,Bubble Bobble Double Shot,DS,Puzzle,7.9,0.03,0.03,0.0,0.0,0.0,2008
13529,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2005
13530,Millipede / Super Breakout / Lunar Lander,GBA,Misc,7.9,0.04,0.03,0.0,0.01,0.0,2005
13531,World Championship Spelling,DS,Misc,7.9,0.04,0.04,0.0,0.0,0.0,2010
13532,Ben 10 Galactic Racing,PSV,Misc,7.9,0.05,0.02,0.0,0.02,0.01,2012
13533,Monster Band,DS,Misc,7.9,0.04,0.04,0.0,0.0,0.0,2009
13534,Akko ni Omakase! Brain Shock,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2006
13535,Metal Gear Solid HD Collection,PSV,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2012
13536,Horses 3D,3DS,Misc,7.9,0.04,0.04,0.0,0.0,0.0,2012
13537,Monster Kingdom: Jewel Summoner,PSP,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2007
13538,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2010
13539,Zanki Zero: Last Beginning,PS4,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2019
13540,"My World, My Way (US sales)",DS,Role-Playing,7.9,0.04,0.04,0.0,0.0,0.0,2009
13541,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2007
13542,Looney Tunes: Cartoon Conductor,DS,Misc,7.9,0.04,0.04,0.0,0.0,0.0,2008
13543,Phoenix Wright: Revived Turnabout,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2008
13544,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,Misc,7.9,0.04,0.0,0.04,0.0,0.0,1995
13545,Sudoku Ball Detective,Wii,Puzzle,7.9,0.03,0.02,0.0,0.01,0.0,2009
13546,Paddington: Adventures in London,3DS,Puzzle,7.9,0.03,0.0,0.0,0.03,0.0,2015
13547,Zoo Quest: Puzzle Fun!,DS,Puzzle,7.9,0.04,0.04,0.0,0.0,0.0,2008
13548,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2007
13549,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2009
13550,Kiniro no Corda 2 f,PSP,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2009
13551,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PSV,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2017
13552,Half-Minute Hero 2,PSP,Role-Playing,7.9,0.04,0.0,0.04,0.0,0.0,2011
13553,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2008
13554,Sonic PC Collection,PC,Misc,7.9,0.04,0.0,0.0,0.04,0.0,2009
13555,Heathcliff! Frantic Foto,DS,Misc,7.9,0.04,0.04,0.0,0.0,0.0,2010
13556,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2007
13557,Idol Time PriPara: Yume All-Star Live!,3DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2017
13558,DoraMoji: Nobita no Kanji Daisakusen,3DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2015
13559,Cook Wars,Wii,Misc,7.9,0.03,0.03,0.0,0.0,0.0,2009
13560,Sega Arcade Gallery,GBA,Misc,7.9,0.04,0.03,0.0,0.01,0.0,2003
13561,Famicom Mini: Clu Clu Land,GBA,Puzzle,7.9,0.04,0.0,0.04,0.0,0.0,2004
13562,Rollin' Rascals,DS,Puzzle,7.9,0.04,0.04,0.0,0.0,0.0,2009
13563,Superstars V8 Racing,PS3,Racing,7.9,0.04,0.0,0.0,0.03,0.01,2009
13564,DiRT Rally,PC,Racing,7.9,0.03,0.0,0.0,0.03,0.0,2015
13565,Konami Arcade Classics,PS,Misc,7.9,0.03,0.02,0.0,0.01,0.0,1999
13566,Minna no Chizu,PSP,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2006
13567,Texas Hold 'Em Poker DS,DS,Misc,7.9,0.03,0.03,0.0,0.0,0.0,2005
13568,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,Misc,7.9,0.04,0.0,0.04,0.0,0.0,2010
13569,NASCAR 07,XB,Racing,7.9,0.04,0.03,0.0,0.01,0.0,2006
13570,Pac-Man World Rally,PSP,Racing,7.9,0.04,0.04,0.0,0.0,0.0,2006
13571,Split/Second,PC,Racing,7.9,0.05,0.0,0.0,0.04,0.01,2010
13572,Need for Speed: ProStreet,PC,Racing,7.9,0.04,0.0,0.0,0.04,0.0,2007
13573,Monaco Grand Prix,N64,Racing,7.9,0.04,0.03,0.0,0.01,0.0,1999
13574,Rally Challenge 2000,N64,Racing,7.9,0.04,0.03,0.0,0.01,0.0,2000
13575,Rat Attack!,PS,Puzzle,7.9,0.05,0.03,0.0,0.02,0.0,1999
13576,Luxor: Pharaoh's Challenge,Wii,Puzzle,7.9,0.03,0.01,0.0,0.02,0.0,2008
13577,Antz Extreme Racing,PS2,Racing,7.9,0.05,0.02,0.0,0.02,0.01,2002
13578,GRID,PC,Racing,8.7,0.04,0.0,0.0,0.03,0.01,2008
13579,Stuntman,GBA,Racing,8.7,0.04,0.03,0.0,0.01,0.0,2003
13580,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,Racing,8.7,0.03,0.03,0.0,0.0,0.0,2008
13581,Turbo: Super Stunt Squad,DS,Racing,8.7,0.04,0.0,0.0,0.04,0.0,2013
13582,Colin McRae Rally 3,XB,Racing,8.7,0.04,0.03,0.0,0.01,0.0,2003
13583,Monster Trux Arenas: Special Edition,Wii,Racing,8.7,0.04,0.04,0.0,0.0,0.0,2007
13584,SX Superstar,XB,Racing,8.7,0.04,0.03,0.0,0.01,0.0,2003
13585,Sega Rally 2006,PS2,Racing,8.7,0.04,0.0,0.04,0.0,0.0,2006
