,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
1060,Guitar Hero: Aerosmith,Wii,Misc,7.7,1.27,1.03,0.0,0.14,0.1,2008
1061,Atlantis,2600,Shooter,7.7,1.27,1.18,0.0,0.08,0.01,1982
1062,LEGO Batman: The Videogame,PS2,Adventure,7.6,1.27,0.72,0.0,0.03,0.52,2008
1063,Need for Speed Rivals,PS3,Racing,7.6,1.2599999999999998,0.33,0.05,0.69,0.19,2013
1064,NBA 2K9,X360,Sports,8.3,1.27,1.0,0.0,0.16,0.11,2008
1065,WWE '13,X360,Misc,8.3,1.27,0.72,0.0,0.44,0.11,2012
1066,Destiny: The Taken King,XOne,Shooter,8.3,1.2600000000000002,0.91,0.0,0.23,0.12,2015
1067,Tony Hawk's Underground,XB,Sports,8.3,1.27,0.85,0.0,0.37,0.05,2003
1068,Jillian Michaels' Fitness Ultimatum 2009,Wii,Sports,8.3,1.27,0.96,0.0,0.2,0.11,2008
1069,EA Sports Active 2,Wii,Sports,8.0,1.2700000000000002,0.76,0.0,0.4,0.11,2010
1070,Jet Li: Rise to Honor,PS2,Action,8.0,1.26,0.62,0.0,0.48,0.16,2004
1071,WWE '12,X360,Fighting,7.5,1.2600000000000002,0.74,0.0,0.4,0.12,2011
1072,Castlevania: Symphony of the Night,PS,Platform,9.3,1.27,0.58,0.21,0.4,0.08,1997
1073,The Sims 2: Nightlife,PC,Simulation,7.5,1.27,1.22,0.0,0.05,0.0,2005
1074,Battle Arena Toshinden,PS,Fighting,7.5,1.2600000000000002,0.39,0.53,0.26,0.08,1995
1075,Road Rash,PS,Racing,7.5,1.27,0.71,0.0,0.48,0.08,1995
1076,SOCOM: U.S. Navy SEALs Confrontation,PS3,Shooter,6.3,1.27,0.94,0.02,0.17,0.14,2008
1077,Brian Lara Cricket,PS,Sports,6.3,1.26,0.02,0.01,1.13,0.1,1998
1078,Rockstar Games presents Table Tennis,Wii,Sports,6.8,1.27,0.39,0.0,0.73,0.15,2007
1079,Kung Fu Panda,DS,Platform,6.8,1.2600000000000002,0.56,0.0,0.56,0.14,2008
1080,LEGO Harry Potter: Years 5-7,Wii,Action,6.8,1.2599999999999998,0.7,0.0,0.44,0.12,2011
1081,Assassin's Creed: Bloodlines,PSP,Action,6.3,1.26,0.43,0.05,0.5,0.28,2009
1082,Football Manager 2011,PC,Sports,8.9,1.25,0.0,0.0,1.01,0.24,2010
1083,Wheel of Fortune,PS,Misc,8.9,1.25,0.99,0.0,0.22,0.04,1998
1084,Tomb Raider: Underworld,PS3,Adventure,7.8,1.26,0.45,0.05,0.55,0.21,2008
1085,Far Cry 4,PS3,Shooter,7.8,1.2599999999999998,0.35,0.09,0.63,0.19,2014
1086,Devil Dice,PS,Puzzle,7.8,1.2600000000000002,0.05,1.1,0.03,0.08,1998
1087,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,Role-Playing,7.8,1.25,0.0,1.25,0.0,0.0,1987
1088,RollerCoaster Tycoon 2,PC,Strategy,7.3,1.25,1.19,0.0,0.06,0.0,2002
1089,Star Wars: The Force Unleashed,PS2,Action,7.3,1.25,0.49,0.01,0.0,0.75,2008
1090,Road Rash 3D,PS,Racing,7.3,1.25,1.05,0.0,0.16,0.04,1998
1091,Lara Croft Tomb Raider: The Angel of Darkness,PS2,Action,7.3,1.2499999999999998,0.61,0.0,0.48,0.16,2003
1092,NBA Live 2001,PS,Sports,7.3,1.25,0.7,0.0,0.47,0.08,2000
1093,Cars 2,DS,Racing,6.5,1.25,0.68,0.04,0.41,0.12,2011
1094,Black,PS2,Shooter,7.7,1.24,1.01,0.03,0.04,0.16,2006
1095,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Action,7.7,1.25,0.52,0.0,0.56,0.17,2004
1096,Tom Clancy's Rainbow Six: Vegas,PS3,Shooter,7.7,1.25,0.47,0.03,0.53,0.22,2007
1097,Winter Sports: The Ultimate Challenge,Wii,Sports,7.7,1.25,0.45,0.0,0.68,0.12,2007
1098,Need for Speed: Most Wanted,X360,Racing,8.4,1.25,1.0,0.02,0.13,0.1,2005
1099,Ratatouille,DS,Platform,7.0,1.25,0.49,0.0,0.62,0.14,2007
1100,Reel Fishing,PS,Sports,7.0,1.2600000000000002,0.99,0.1,0.13,0.04,1998
1101,Dragon Ball: Daimaou Fukkatsu,NES,Role-Playing,7.0,1.25,0.0,1.25,0.0,0.0,1988
1102,Combat,2600,Action,7.0,1.25,1.17,0.0,0.07,0.01,1977
1103,FIFA Street (2012),PS3,Sports,7.0,1.25,0.13,0.0,0.91,0.21,2012
1104,Star Wars Episode III: Revenge of the Sith,XB,Action,7.0,1.24,0.82,0.0,0.38,0.04,2005
1105,Need for Speed Carbon,PS3,Racing,7.8,1.23,0.49,0.03,0.51,0.2,2006
1106,Transformers: Autobots / Decepticons,DS,Action,7.8,1.2400000000000002,1.12,0.0,0.03,0.09,2007
1107,Ridge Racer V,PS2,Racing,7.8,1.24,0.24,0.75,0.19,0.06,2000
1108,Oddworld: Abe's Oddysee,PS,Platform,8.3,1.25,0.75,0.0,0.44,0.06,1997
1109,WWE SmackDown vs. Raw 2009,PS2,Sports,8.3,1.24,0.69,0.0,0.0,0.55,2008
1110,Battlefield: Hardline,XOne,Shooter,8.3,1.24,0.73,0.01,0.39,0.11,2015
1111,LEGO The Lord of the Rings,X360,Misc,8.3,1.2400000000000002,0.64,0.0,0.5,0.1,2012
1112,[Prototype],PS3,Action,8.1,1.24,0.65,0.0,0.41,0.18,2009
1113,Baldur's Gate: Dark Alliance,PS2,Role-Playing,8.1,1.2499999999999998,0.61,0.0,0.48,0.16,2001
1114,2010 FIFA World Cup South Africa,PS3,Sports,8.2,1.23,0.3,0.07,0.64,0.22,2010
1115,Ben 10: Protector of Earth,Wii,Action,8.2,1.2200000000000002,0.54,0.0,0.55,0.13,2007
1116,Guitar Hero: Aerosmith,X360,Misc,8.2,1.23,1.0,0.0,0.13,0.1,2008
1117,Driv3r,PS2,Racing,8.2,1.2299999999999998,0.6,0.0,0.47,0.16,2004
1118,Crash Bandicoot: The Wrath of Cortex,XB,Platform,8.2,1.23,0.59,0.0,0.57,0.07,2002
1119,Frogger: The Great Quest,PS2,Platform,3.0,1.2299999999999998,0.6,0.0,0.47,0.16,2001
1120,Donkey Kong Country 2,GBA,Platform,7.6,1.2200000000000002,0.79,0.12,0.27,0.04,2004
1121,Castlevania,NES,Platform,7.6,1.2300000000000002,0.54,0.62,0.06,0.01,1987
1122,Spongebob Squarepants: Battle for Bikini Bottom,GBA,Platform,7.6,1.23,0.88,0.0,0.33,0.02,2003
1123,LEGO Batman 2: DC Super Heroes,PS3,Action-Adventure,7.6,1.23,0.5,0.0,0.54,0.19,2012
1124,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,Misc,7.6,1.24,0.69,0.0,0.47,0.08,2003
1125,Vigilante 8,PS,Racing,7.6,1.23,0.68,0.0,0.47,0.08,1998
1126,SimCity 2000,PS,Simulation,7.6,1.2200000000000002,0.68,0.0,0.46,0.08,1996
1127,WWE 2K17,PS4,Sports,7.6,1.21,0.32,0.0,0.7,0.19,2016
1128,WCW Mayhem,PS,Fighting,7.6,1.2200000000000002,0.68,0.0,0.46,0.08,1999
1129,Star Wars Battlefront II,PSP,Shooter,6.9,1.2200000000000002,1.05,0.01,0.06,0.1,2005
1130,NBA Live 99,PS,Sports,8.3,1.21,1.13,0.0,0.05,0.03,1998
1131,NASCAR Thunder 2003,PS2,Racing,8.3,1.22,0.6,0.0,0.46,0.16,2002
1132,NBA 2K2,PS2,Sports,8.3,1.21,0.59,0.01,0.46,0.15,2002
1133,Parfait: Chocolat Second Style,PS2,Adventure,8.3,1.21,0.59,0.01,0.46,0.15,2006
1134,Intelligent Qube,PS,Puzzle,7.4,1.22,0.13,1.0,0.07,0.02,1997
1135,Pac-Man,NES,Puzzle,7.4,1.2200000000000002,0.27,0.85,0.08,0.02,1993
1136,Max Payne,XB,Shooter,8.6,1.22,0.98,0.0,0.19,0.05,2001
1137,Cars,PSP,Racing,7.4,1.2,0.72,0.0,0.28,0.2,2006
1138,Test Drive 4,PS,Racing,7.4,1.2100000000000002,0.67,0.0,0.46,0.08,1997
1139,The Sims 2: Castaway,Wii,Simulation,7.4,1.21,0.44,0.0,0.63,0.14,2007
1140,Cars,PS2,Racing,7.4,1.21,1.01,0.0,0.04,0.16,2006
1141,Just Dance 4,X360,Music,7.4,1.21,0.9,0.0,0.19,0.12,2012
1142,Call of Duty: Finest Hour,XB,Shooter,7.4,1.2200000000000002,0.78,0.0,0.4,0.04,2004
1143,Sly Cooper and the Thievius Raccoonus,PS2,Platform,7.4,1.21,1.03,0.0,0.14,0.04,2002
1144,Fuzion Frenzy,XB,Misc,7.4,1.21,0.93,0.0,0.24,0.04,2001
1145,FIFA 07 Soccer,PSP,Sports,8.0,1.21,0.25,0.0,0.64,0.32,2006
1146,Need for Speed Underground,GC,Racing,8.0,1.21,0.69,0.01,0.48,0.03,2003
1147,Bayonetta,PS3,Action,8.6,1.21,0.44,0.21,0.4,0.16,2010
1148,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,Misc,8.6,1.21,0.87,0.0,0.32,0.02,2007
1149,FIFA Soccer 11,PSP,Sports,7.0,1.2,0.13,0.01,0.7,0.36,2010
1150,Medal of Honor: Airborne,PS3,Shooter,7.0,1.22,0.25,0.03,0.7,0.24,2007
1151,Guitar Hero Live,PS4,Music,7.0,1.21,0.52,0.0,0.49,0.2,2015
1152,Star Wars Episode 1: Jedi Power Battles,PS,Action,7.0,1.21,0.66,0.01,0.48,0.06,2000
1153,NFL 2K,DC,Sports,9.7,1.1900000000000002,1.12,0.0,0.05,0.02,1999
1154,The Lord of the Rings: The Fellowship of the Ring,PS2,Action,9.7,1.2,0.59,0.0,0.46,0.15,2002
1155,F1 2011,PS3,Racing,8.4,1.21,0.12,0.11,0.75,0.23,2011
1156,ATV Offroad Fury 3,PS2,Racing,7.5,1.2,1.0,0.0,0.04,0.16,2004
1157,Ganbare Goemon! Karakuri Douchuu,NES,Platform,7.5,1.2,0.0,1.2,0.0,0.0,1986
1158,Metal Gear Solid V: Ground Zeroes,PS4,Action-Adventure,7.6,1.2,0.36,0.17,0.5,0.17,2014
1159,Dragon Ball Z: La Legende Saien,SNES,Fighting,7.6,1.2,0.0,1.2,0.0,0.0,1994
1160,TwinBee,NES,Shooter,7.6,1.2,0.0,1.2,0.0,0.0,1986
1161,Enter the Matrix,XB,Action,7.6,1.2,0.72,0.01,0.43,0.04,2003
1162,NHL 2002,PS2,Sports,7.6,1.2,0.59,0.0,0.46,0.15,2001
1163,WWE 2K14,PS3,Fighting,7.6,1.2,0.49,0.0,0.51,0.2,2013
1164,Mad Max (2013),PS4,Action,7.6,1.21,0.38,0.05,0.59,0.19,2015
1165,Shadow of the Colossus,PS4,Action-Adventure,9.3,1.2,0.44,0.05,0.52,0.19,2018
1166,World Soccer Winning Eleven 9 (JP & Others sales),PSP,Sports,8.0,1.2,0.01,0.31,0.88,0.0,2006
1167,Minecraft: Story Mode,X360,Adventure,8.0,1.2000000000000002,0.67,0.0,0.42,0.11,2015
1168,Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,6.5,1.1900000000000002,0.18,0.27,0.66,0.08,2012
1169,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Action,6.5,1.1900000000000002,0.92,0.0,0.23,0.04,2002
1170,Disney Sing It,Wii,Misc,6.5,1.1900000000000002,0.77,0.0,0.31,0.11,2008
1171,The Simpsons: Road Rage,GBA,Racing,6.5,1.2,0.86,0.0,0.32,0.02,2003
1172,WWE SmackDown vs Raw 2008,PSP,Fighting,7.3,1.2,0.45,0.0,0.47,0.28,2007
1173,Pro Evolution Soccer 2008,Wii,Sports,7.3,1.19,0.09,0.11,0.84,0.15,2008
1174,LEGO Indiana Jones 2: The Adventure Continues,DS,Adventure,7.3,1.2000000000000002,0.65,0.0,0.43,0.12,2009
1175,Nuclear Strike,PS,Simulation,7.3,1.1900000000000002,0.66,0.0,0.45,0.08,1997
1176,Spider-Man: The Movie,GC,Action,7.6,1.1800000000000002,0.86,0.01,0.27,0.04,2002
1177,Hitman 2: Silent Assassin,XB,Action,7.6,1.1900000000000002,0.76,0.0,0.38,0.05,2002
1178,Scarface: The World is Yours,PS2,Adventure,7.6,1.19,0.99,0.0,0.04,0.16,2006
1179,Metal Gear Solid: Portable Ops,PSP,Action,8.7,1.2,0.38,0.38,0.35,0.09,2006
1180,LEGO Star Wars III: The Clone Wars,PS3,Action,8.0,1.18,0.52,0.0,0.47,0.19,2011
1181,WWE '12,PS3,Fighting,9.0,1.17,0.53,0.02,0.45,0.17,2011
1182,Resident Evil: Operation Raccoon City,PS3,Shooter,9.0,1.1800000000000002,0.48,0.36,0.24,0.1,2012
1183,Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,DS,Role-Playing,9.0,1.18,0.0,1.18,0.0,0.0,2009
1184,Metal Gear Solid VR Missions,PS,Adventure,6.8,1.1900000000000002,0.66,0.0,0.45,0.08,1999
1185,Pole Position,2600,Racing,6.8,1.1800000000000002,1.1,0.0,0.07,0.01,1983
1186,Medal of Honor: Warfighter,X360,Shooter,6.8,1.1800000000000002,0.61,0.01,0.46,0.1,2012
1187,Tony Hawk's Pro Skater 2,GBA,Sports,8.9,1.18,0.85,0.0,0.31,0.02,2001
1188,R.B.I. Baseball 3,NES,Sports,8.9,1.1800000000000002,0.1,1.08,0.0,0.0,1991
1189,LEGO Dimensions,PS4,Action,8.9,1.18,0.48,0.0,0.5,0.2,2015
1190,LEGO Jurassic World,PS4,Action,8.9,1.18,0.41,0.02,0.56,0.19,2015
1191,Red Dead Redemption: Undead Nightmare,PS3,Action,10.0,1.17,0.47,0.06,0.45,0.19,2010
1192,LEGO Indiana Jones: The Original Adventures,PSP,Adventure,7.6,1.19,0.4,0.0,0.49,0.3,2008
1193,WWE SmackDown vs. Raw 2010,PS3,Fighting,8.1,1.16,0.48,0.01,0.48,0.19,2009
1194,Soviet Strike,PS,Simulation,8.1,1.1700000000000002,0.65,0.0,0.44,0.08,1996
1195,Medal of Honor: Rising Sun,XB,Shooter,8.1,1.1700000000000002,0.76,0.0,0.36,0.05,2003
1196,Ty the Tasmanian Tiger,PS2,Platform,6.2,1.17,0.57,0.0,0.45,0.15,2002
1197,Mission: Impossible,N64,Action,6.6,1.1700000000000002,0.74,0.02,0.38,0.03,1998
1198,Rage Racer,PS,Racing,6.6,1.1800000000000002,0.16,0.83,0.11,0.08,1997
1199,Army of Two,PS3,Shooter,7.4,1.17,0.74,0.02,0.26,0.15,2008
1200,Cool Boarders 4,PS,Sports,7.4,1.1700000000000002,0.65,0.0,0.44,0.08,1999
1201,Gun,PS2,Shooter,7.4,1.18,0.98,0.0,0.04,0.16,2005
1202,Cabela's Dangerous Hunts,PS2,Sports,7.4,1.17,0.57,0.0,0.45,0.15,2003
1203,Medal of Honor Heroes 2,PSP,Shooter,6.6,1.1600000000000001,0.5,0.02,0.39,0.25,2007
1204,Sega Rally Championship,SAT,Racing,6.6,1.16,0.21,0.77,0.16,0.02,1995
1205,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Role-Playing,6.6,1.16,0.84,0.0,0.27,0.05,2003
1206,Sniper: Ghost Warrior,X360,Shooter,4.3,1.1600000000000001,0.54,0.0,0.5,0.12,2010
1207,NASCAR Thunder 2002,PS2,Racing,4.3,1.16,0.57,0.0,0.44,0.15,2001
1208,Midnight Club 3: DUB Edition Remix,PS2,Racing,4.3,1.17,0.97,0.0,0.04,0.16,2006
1209,MLB The Show 17,PS4,Sports,4.3,1.16,0.94,0.0,0.0,0.22,2017
1210,WWE 2K15,PS4,Sports,4.3,1.16,0.4,0.0,0.57,0.19,2014
1211,FIFA Soccer 10,PSP,Sports,7.9,1.1600000000000001,0.16,0.01,0.68,0.31,2009
1212,Your Shape: Fitness Evolved 2012,X360,Sports,7.9,1.1600000000000001,0.7,0.0,0.36,0.1,2011
1213,Spore,PC,Strategy,7.0,1.1600000000000001,0.03,0.0,1.06,0.07,2008
1214,Test Drive: Off Road,PS,Racing,7.0,1.1700000000000002,0.65,0.0,0.44,0.08,1997
1215,Bushido Blade,PS,Fighting,8.2,1.1700000000000002,0.39,0.43,0.27,0.08,1997
1216,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Shooter,8.2,1.16,0.57,0.0,0.44,0.15,2004
1217,EA Sports Active: More Workouts,Wii,Sports,7.9,1.1600000000000001,0.78,0.0,0.28,0.1,2009
1218,Mirror's Edge,X360,Platform,7.6,1.15,0.51,0.01,0.51,0.12,2008
1219,Sunset Overdrive,XOne,Action,8.0,1.1600000000000001,0.64,0.0,0.42,0.1,2014
1220,LEGO Star Wars: The Video Game,XB,Action,8.0,1.16,0.83,0.0,0.28,0.05,2005
1221,Puyo Puyo Sun Ketteiban,PS,Puzzle,8.0,1.1400000000000001,0.0,1.07,0.0,0.07,1997
1222,Kaboom!,2600,Action,8.0,1.1500000000000001,1.07,0.0,0.07,0.01,1981
1223,Worldwide Soccer Manager 2009,PC,Simulation,8.0,1.16,0.0,0.0,1.15,0.01,2008
1224,The Elder Scrolls V: Skyrim,NS,Role-Playing,8.6,1.1500000000000001,0.67,0.06,0.32,0.1,2017
1225,Doraemon,NES,Action,8.6,1.15,0.0,1.15,0.0,0.0,1986
1226,Asteroids,PS,Shooter,8.6,1.1400000000000001,0.64,0.0,0.43,0.07,1998
1227,Gauntlet: Dark Legacy,PS2,Action,8.6,1.15,0.56,0.0,0.44,0.15,2001
1228,Derby Stallion III,SNES,Sports,8.6,1.15,0.0,1.15,0.0,0.0,1995
1229,Tak and the Power of Juju,PS2,Platform,8.6,1.15,0.56,0.0,0.44,0.15,2003
1230,High School Musical 2: Work This Out!,DS,Misc,8.6,1.15,0.5,0.0,0.52,0.13,2008
1231,Bad Boys: Miami Takedown,PS2,Shooter,8.6,1.15,0.56,0.0,0.44,0.15,2004
1232,Middle-Earth: Shadow of War,XOne,Action,8.6,1.1500000000000001,0.75,0.0,0.29,0.11,2017
1233,Dragon Quest VIII: Journey of the Cursed King,3DS,Role-Playing,8.8,1.1500000000000001,0.14,0.88,0.11,0.02,2017
1234,Lego Marvel Super Heroes,XOne,Action,8.8,1.1500000000000001,0.61,0.0,0.44,0.1,2013
1235,Call of Duty 4: Modern Warfare,PC,Shooter,9.3,1.1500000000000001,0.0,0.0,1.12,0.03,2007
1236,Mobile Suit Gundam: Federation vs. Zeon,PS2,Simulation,9.3,1.1300000000000001,0.12,0.88,0.1,0.03,2002
1237,Hot Shots Golf: Out of Bounds,PS3,Sports,8.3,1.1400000000000001,0.31,0.76,0.03,0.04,2008
1238,The Lord of the Rings: The Return of the King,XB,Action,8.8,1.14,0.71,0.0,0.38,0.05,2003
1239,South Park,N64,Shooter,6.0,1.1500000000000001,0.9,0.0,0.23,0.02,1998
1240,LEGO Worlds,PS4,Misc,6.0,1.14,0.21,0.04,0.72,0.17,2017
1241,Grand Theft Auto: The Trilogy,PS2,Adventure,6.0,1.13,0.0,0.0,0.51,0.62,2005
1242,Brave Fencer Musashi,PS,Role-Playing,8.4,1.1400000000000001,0.25,0.65,0.17,0.07,1998
1243,Shadow of the Colossus,PS2,Adventure,9.1,1.1400000000000001,0.78,0.2,0.03,0.13,2005
1244,Action Bass,PS,Action,5.1,1.1400000000000001,0.64,0.0,0.43,0.07,2000
1245,Tenchu: Wrath of Heaven,PS2,Action,5.1,1.1400000000000001,0.44,0.25,0.34,0.11,2003
1246,Final Fantasy XV,XOne,Role-Playing,5.1,1.1400000000000001,0.72,0.01,0.3,0.11,2016
1247,Dance Dance Revolution Extreme 2,PS2,Simulation,5.1,1.15,0.95,0.0,0.04,0.16,2005
1248,LEGO Star Wars III: The Clone Wars,3DS,Action,6.7,1.1400000000000001,0.61,0.0,0.44,0.09,2011
1249,Mortal Kombat,X360,Fighting,8.3,1.1400000000000001,0.85,0.0,0.19,0.1,2011
1250,Need for Speed Underground 2,GC,Racing,8.3,1.1300000000000001,0.7,0.01,0.39,0.03,2004
1251,LEGO Star Wars: The Video Game,GBA,Action,7.4,1.14,0.82,0.0,0.3,0.02,2005
1252,007: Quantum of Solace,PS3,Shooter,6.6,1.15,0.43,0.02,0.51,0.19,2008
1253,The Elder Scrolls V: Skyrim VR,PS4,Role-Playing,6.6,1.14,0.47,0.01,0.47,0.19,2017
1254,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,Role-Playing,6.6,1.1300000000000001,0.81,0.0,0.3,0.02,2006
1255,MechAssault,XB,Simulation,6.6,1.1400000000000001,1.01,0.0,0.1,0.03,2002
1256,NCAA Football 14,X360,Sports,7.6,1.13,1.01,0.0,0.0,0.12,2013
1257,Derby Stallion 99,PS,Sports,7.6,1.1300000000000001,0.0,1.06,0.0,0.07,1999
1258,SingStar,PS3,Misc,7.6,1.13,0.45,0.0,0.56,0.12,2008
1259,Rocksmith,PS3,Misc,8.0,1.13,0.53,0.09,0.38,0.13,2011
1260,Rabbids Go Home,Wii,Adventure,8.0,1.13,0.25,0.0,0.74,0.14,2009
1261,Fight Night Champion,PS3,Fighting,8.4,1.13,0.45,0.0,0.5,0.18,2011
1262,Tom Clancy's Rainbow Six 3: Black Arrow,XB,Shooter,8.4,1.13,0.99,0.0,0.12,0.02,2004
1263,Guitar Hero 5,X360,Misc,9.0,1.1300000000000001,0.65,0.0,0.37,0.11,2009
1264,Rocksmith,X360,Misc,8.0,1.1300000000000001,0.85,0.01,0.19,0.08,2011
1265,ModNation Racers,PS3,Racing,8.1,1.12,0.5,0.06,0.4,0.16,2010
1266,Plants vs Zombies: Garden Warfare,X360,Shooter,8.0,1.1300000000000001,0.54,0.0,0.5,0.09,2014
1267,Jampack Winter '98,PS,Misc,8.0,1.1300000000000001,0.63,0.0,0.43,0.07,1998
1268,Cars,GBA,Racing,4.5,1.1300000000000001,0.81,0.0,0.3,0.02,2006
1269,Mirror's Edge,PS3,Platform,7.7,1.13,0.31,0.02,0.59,0.21,2008
1270,Spider-Man 2,XB,Action,7.7,1.12,0.82,0.0,0.26,0.04,2004
1271,Call Of Duty 2: Big Red One,XB,Shooter,7.7,1.11,0.66,0.0,0.4,0.05,2005
1272,Supercar Street Challenge,PS2,Racing,7.7,1.12,0.55,0.0,0.43,0.14,2001
1273,Crackdown 2,X360,Shooter,7.5,1.11,0.63,0.02,0.36,0.1,2010
1274,WWE 2K14,X360,Fighting,7.6,1.12,0.64,0.0,0.38,0.1,2013
1275,Need for Speed: Most Wanted (2012),PSV,Racing,7.4,1.12,0.33,0.01,0.53,0.25,2012
1276,Dragon Age II,X360,Role-Playing,8.0,1.11,0.72,0.01,0.29,0.09,2011
1277,Guitar Hero 5,PS2,Misc,8.0,1.12,0.28,0.0,0.3,0.54,2009
1278,The Beatles: Rock Band,PS3,Misc,8.7,1.1099999999999999,0.67,0.0,0.29,0.15,2009
1279,Moon Patrol,2600,Shooter,8.7,1.12,1.05,0.0,0.06,0.01,1983
1280,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,7.9,1.12,1.03,0.01,0.0,0.08,2005
1281,Transformers: The Game,PS2,Action,7.9,1.11,0.63,0.0,0.37,0.11,2007
1282,Disney Infinity 2.0: Marvel Super Heroes,X360,Action-Adventure,7.9,1.11,0.67,0.0,0.34,0.1,2014
1283,Metal Gear Solid HD Collection,PS3,Action,7.9,1.1,0.52,0.0,0.44,0.14,2011
1284,Mafia III,XOne,Action-Adventure,6.8,1.11,0.54,0.0,0.48,0.09,2016
1285,NCAA Football 13,X360,Sports,7.5,1.11,1.02,0.0,0.0,0.09,2012
1286,Crash Bandicoot N. Sane Trilogy,NS,Platform,6.0,1.12,0.44,0.02,0.57,0.09,2018
1287,Just Dance 2016,Wii,Music,6.0,1.1,0.43,0.0,0.58,0.09,2015
1288,Castlevania: Lords of Shadow,PS3,Action,8.1,1.1199999999999999,0.5,0.1,0.37,0.15,2010
1289,Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,9.4,1.11,0.68,0.0,0.38,0.05,2005
1290,Red Dead Redemption: Undead Nightmare,X360,Action,10.0,1.11,0.61,0.02,0.38,0.1,2010
1291,LEGO Marvel Super Heroes 2,PS4,Action,10.0,1.1099999999999999,0.33,0.0,0.6,0.18,2017
1292,Plants vs. Zombies,DS,Strategy,8.1,1.12,0.9,0.0,0.13,0.09,2011
1293,EA Sports UFC,PS4,Fighting,8.1,1.1099999999999999,0.49,0.01,0.43,0.18,2014
1294,Rock Band,PS2,Misc,8.1,1.12,0.71,0.0,0.06,0.35,2007
1295,NBA Jam Tournament Edition,GEN,Sports,8.1,1.1199999999999999,0.95,0.0,0.14,0.03,1995
1296,Guitar Hero Encore: Rocks The 80s,PS2,Misc,8.1,1.11,0.92,0.0,0.04,0.15,2007
1297,Lode Runner,NES,Puzzle,8.1,1.1,0.0,1.1,0.0,0.0,1987
1298,NBA Live 2001,PS2,Sports,8.1,1.09,0.52,0.04,0.4,0.13,2001
1299,FIFA 18,NS,Sports,5.8,1.1,0.35,0.13,0.55,0.07,2017
1300,SingStar Legends,PS2,Misc,5.8,1.1,0.12,0.0,0.75,0.23,2008
1301,Petz Dogz 2,DS,Simulation,5.8,1.1,0.46,0.0,0.52,0.12,2007
1302,Megamania,2600,Shooter,5.8,1.1,1.03,0.0,0.06,0.01,1982
1303,Jungle Hunt,2600,Platform,5.8,1.1,1.03,0.0,0.06,0.01,1983
1304,LEGO Star Wars III: The Clone Wars,DS,Action,6.3,1.1,0.62,0.0,0.38,0.1,2011
1305,Need for Speed: ProStreet,Wii,Racing,6.3,1.1,0.53,0.0,0.45,0.12,2007
1306,Famicom Jump: Eiyuu Retsuden,NES,Role-Playing,6.3,1.1,0.0,1.1,0.0,0.0,1989
1307,Guitar Hero 5,PS3,Misc,8.8,1.09,0.53,0.0,0.39,0.17,2009
1308,Skylanders SWAP Force,PS3,Misc,8.8,1.1,0.46,0.0,0.46,0.18,2013
1309,Medal of Honor: Airborne,X360,Shooter,8.8,1.1,0.45,0.01,0.52,0.12,2007
1310,SingStar Rocks!,PS2,Misc,8.8,1.0899999999999999,0.0,0.0,0.84,0.25,2006
1311,Triple Play 98,PS,Sports,8.8,1.1,0.61,0.0,0.42,0.07,1997
1312,GRID,PS3,Racing,8.6,1.0999999999999999,0.31,0.03,0.57,0.19,2008
1313,Sonic Free Riders,X360,Racing,4.9,1.1,0.75,0.0,0.25,0.1,2010
1314,Bully: Scholarship Edition,X360,Action,8.1,1.09,0.53,0.03,0.42,0.11,2008
1315,The Godfather,PS2,Action,8.1,1.08,0.89,0.01,0.03,0.15,2006
1316,Imagine: Babysitters,DS,Simulation,8.1,1.09,0.63,0.0,0.36,0.1,2008
1317,DJ Hero,X360,Misc,8.4,1.09,0.59,0.0,0.39,0.11,2009
1318,WWE SmackDown vs. Raw 2011,PS3,Fighting,8.4,1.09,0.44,0.01,0.46,0.18,2010
1319,Namco Museum Battle Collection,PSP,Misc,7.9,1.0899999999999999,0.75,0.0,0.18,0.16,2005
1320,NERF N-Strike,Wii,Shooter,7.9,1.09,0.91,0.0,0.09,0.09,2008
1321,Lightning Returns: Final Fantasy XIII,PS3,Misc,7.1,1.09,0.31,0.45,0.22,0.11,2014
1322,Toy Story 3: The Video Game,PS3,Action,7.5,1.0899999999999999,0.51,0.0,0.41,0.17,2010
1323,Madden NFL 2004,XB,Sports,7.5,1.09,1.02,0.0,0.02,0.05,2003
1324,Skate 2,X360,Sports,8.2,1.09,0.82,0.01,0.17,0.09,2009
